1,-22.910127288885935
2,-120.19739104507885
3,-122.9443051280155
4,-123.54043353231393
5,-113.2374582555546
6,-121.80686876107723
7,-196.97111913319628
8,-201.56464397005539
9,-101.9589552335961
10,-102.18864657019006
11,-106.26679211179571
12,-102.24396044168729
13,-102.47349562288092
14,-105.10196434846472
15,-103.13345546909042
16,-101.57067757863517
17,-106.56741682273437
18,-102.21354915085315
19,-104.14337164746115
20,-103.98101517016066
21,-102.01261097366417
22,-104.25168287714693
23,-103.54869261550446
24,-100.74085727893204
25,-107.92383204064235
26,-103.12669534611766
27,-102.3179906600986
28,-103.57164313662237
29,-102.00664506464335
30,-102.00557479758885
31,-104.081743383457
32,-102.02134761925916
33,-102.37719861270742
34,-100.77526458984705
35,-102.57896258839436
36,-104.25190298782402
37,-104.30224622776103
38,-102.05525309477726
39,-107.17805854566829
40,-105.91237617385941
41,-106.17592187893635
42,-104.92743869383483
43,-107.75887530020248
44,-107.24341283862792
45,-215.72067977402116
46,-216.35413325271156
47,-109.20211004226691
48,-107.20451577105842
49,-140.35335713355184
50,-105.23565685893224
51,-108.6573626091835
52,-106.73265589848286
53,-105.3073641211038
54,-106.66252416290868
55,-105.57894937611817
56,-106.84872440450191
57,-106.3099408510868
58,-101.82236028338782
59,-108.351158788729
60,-109.16379197208401
61,-108.52721455259696
62,-106.80573743980506
63,-101.46679765436922
64,-106.91032150274096
65,-101.14132259255989
66,-101.94927234480713
67,-104.88375649108228
68,-103.27858132994022
69,-103.41673445863461
70,-101.92743713047157
71,-102.1892598107461
72,-111.57975667765326
73,-130.187427929681
74,-101.02845494742516
75,-105.55148779221727
76,-105.93994319110851
77,-104.47234478705934
78,-108.62652531189734
79,-105.9257106404513
80,-100.80265662760002
81,-105.32002522914459
82,-102.40254781995948
83,-100.47438218098354
84,-138.2023236405572
85,-142.53955351909033
86,-102.48685232314328
87,-101.36217824922922
88,-103.35576550438262
89,-100.74876044486324
90,-106.22095150031683
91,-101.00308981972184
92,-134.18168759955452
93,-102.38625635534378
94,-137.76588239046072
95,-104.06549789156341
96,-133.56043009808178
97,-106.31960058606833
98,-104.46126249696275
99,-138.16854595434467
100,-102.9689177729063
101,-100.57533040877938
102,-100.41841320085268
103,-105.01085459617421
104,-100.86175589604086
105,-100.2813784590331
106,-100.66886583099597
107,-103.86750010971727
108,-100.68116417541643
109,-100.66036059914913
110,-100.99318237245167
111,-102.30771811755677
112,-101.46276214168887
113,-101.10486701036018
114,-102.47067969972773
115,-100.7495531259456
116,-101.10451717169006
117,-101.09278187080935
118,-100.91084367694042
119,-105.27327403736055
120,-101.74560594642274
121,-101.1540206053892
122,-100.93842961819
123,-102.11416178429525
124,-104.98130970258212
125,-101.63618122899207
126,-133.1973322572439
127,-165.00761596122976
128,-100.22934699686199
129,-99.99898287212247
130,-103.14203464226168
131,-102.38857229948437
132,-105.47002964787544
133,-106.86662641814434
134,-103.93147580567002
135,-102.54153676940444
136,-188.54258950981196
137,-138.8174981400894
138,-133.731667866421
139,-107.25332097431156
140,-119.69918249225495
141,-180.4332940689691
142,-113.23077191072633
143,-103.47326085885442
144,-117.85013278673875
145,-113.57231363005965
146,-118.42463461477428
147,-112.70013860814878
148,-118.45321163653482
149,-113.40449918819579
150,-118.39892970635081
151,-113.9301930241497
152,-113.96385397747837
153,-114.64348642497337
154,-112.79021618172816
155,-137.86380368150748
156,-123.01195713784756
157,-119.68275495563348
158,-121.9464570668334
159,-123.98145697558627
160,-173.86925273092294
161,-198.16234921789277
162,-212.70624842382682
163,-105.59982773858627
164,-104.24699742148313
165,-106.66223994762385
166,-120.48960623109618
167,-105.64051990692975
168,-186.98837234989247
169,-134.03618862141673
170,-138.77467614784942
171,-105.38375524873445
