1,-93.47883284502896
2,-111.40199918724497
3,-102.18815912528977
4,-103.233984683123
5,-102.37131159971543
6,-102.31411532917367
7,-102.43946588519574
8,-102.34239422825681
9,-102.42886983601069
10,-102.33657247607009
11,-103.36620116408028
12,-102.38576118605444
13,-102.54379406770896
14,-100.17974013215274
15,-102.00333305605021
16,-106.55488834100828
17,-107.05646910576293
18,-106.6719145009922
19,-107.4482398770214
20,-129.57446569745753
21,-207.18305131221462
22,-222.67214949239008
23,-216.49603913240693
24,-169.0028979762937
25,-105.0707841665211
26,-101.3161310468249
27,-101.39249405502076
28,-106.08602696748218
29,-106.39092189203828
30,-102.63228004004584
31,-101.82062638646134
32,-102.9614348657602
33,-103.07925157651947
34,-101.48738229067716
35,-101.62641706731637
36,-101.21614899282903
37,-101.6032829692088
38,-102.4145593346464
39,-102.34891131924526
40,-102.02952036885462
41,-103.04887046604172
42,-100.95979056791779
43,-103.11962943697046
44,-102.76792642196763
45,-104.85656620879308
46,-102.10335230221061
47,-102.88238617374
48,-102.72628979082016
49,-103.38805130902648
50,-101.12397708255692
51,-103.625180853974
52,-100.54732255371057
53,-104.59780430644459
54,-104.11798352178909
55,-105.7078189727813
56,-104.46989104724594
57,-101.3582278015856
58,-103.07221107458123
59,-102.07866250267581
60,-104.69505101298316
61,-101.86004224720169
62,-102.86230176165546
63,-100.44686351637215
64,-105.2758355660763
65,-107.04078668536847
66,-105.90552825885855
67,-105.53516457348977
68,-100.57492287025731
69,-100.64637180610585
70,-128.2954318338732
71,-127.65821024050345
72,-102.87936327218789
73,-137.9982902896443
74,-134.95080218600032
75,-109.11000037034857
76,-106.95261178848115
77,-104.44769918395818
78,-104.40136325352829
79,-104.05370582165243
80,-102.4151459976543
81,-138.3038900375812
82,-102.22812949100295
83,-101.94183187046609
84,-106.30266877803068
85,-136.57269406784664
86,-137.11629549559615
87,-128.55404952717495
88,-103.97924421560444
89,-116.59538510836813
90,-134.0853405475815
91,-122.51370561957306
92,-108.47889242470806
93,-101.13520617254262
94,-106.57093776486688
95,-104.69386580979317
96,-105.60894598368682
97,-133.98730107983008
98,-112.79867321649618
99,-104.69348498612072
100,-103.70073676842166
101,-103.19976319647323
102,-104.54096413676471
103,-128.2365255534904
104,-102.0386739241811
105,-107.57699905199735
106,-101.5787974459382
107,-121.08606691026586
108,-124.20818240296856
109,-143.8724622025784
110,-146.00042125142747
111,-170.89148280175905
112,-152.64357403754724
113,-135.56507637206542
114,-126.83695168408197
115,-120.86473828565741
116,-146.32069944453232
117,-130.15260284052155
118,-128.58326783338828
119,-123.1868750497674
120,-131.163215651701
121,-130.71977868933465
122,-118.2838712817474
123,-128.21189702518421
124,-132.1399547285601
125,-122.8794582618724
126,-134.702128643183
127,-128.15865304905964
128,-120.11228711682027
129,-131.0433540034756
130,-115.1910636417706
131,-118.73008390115679
132,-115.94755876516248
133,-139.1713060383324
134,-116.01530159696236
135,-108.65650699847544
136,-114.52688360903846
137,-116.03921330552105
138,-110.71773520444943
139,-112.87114175394089
140,-97.3781412514865
141,-104.52980184162452
142,-100.24951857655309
143,-100.00338671750548
144,-101.6242065517287
145,-101.69900086219303
146,-96.78042863784091
147,-163.53086135038865
148,-98.62728930574461
149,-100.90704476158596
150,-102.72997659735725
151,-176.87234149868314
152,-99.64739077991591
153,-181.32920172528202
154,-98.88764047366598
155,-145.70904835248538
156,-178.55473503679264
157,-183.23478549540914
158,-179.306800618988
159,-162.96617123286362
160,-146.64658431048935
161,-170.5282329554625
162,-119.09996739912151
163,-100.33516179432553
164,-101.55880237241718
165,-103.26182094092684
166,-98.55906609642234
167,-103.45577429907807
168,-114.98575719583748
169,-100.85972380736389
170,-109.94655132518156
171,-104.42777309284837
172,-116.37636007474372
173,-101.43019190991147
174,-101.00201615834345
175,-112.43203516874983
176,-110.76223009251558
177,-95.21746225187675
178,-98.90606302753076
179,-103.67950169054755
180,-99.5982206682552
181,-91.37418239892061
182,-94.98881872525104
183,-83.39697015210507
184,-92.55602601544713
185,-103.7580689991793
186,-100.57021656584305
187,-128.69431967005616
188,-109.54759186283296
189,-91.82108086285072
190,-94.15247386247944
191,-81.80083565841093
192,-98.93420013546266
193,-142.5240251510541
194,-108.87480018895087
195,-113.96088055022028
196,-86.12570490522275
197,-90.32691276454543
198,-95.94510985411735
199,-66.37509071026739
200,-105.57819815205097
201,-71.94983405234201
202,-76.03764479656508
203,-104.7767693554324
204,-74.48766588443989
205,-85.04594888675341
206,-148.30756295984636
207,-80.1744242253394
208,-125.44641365363854
209,-88.3043255302052
210,-76.23598512208187
211,-78.51899203408726
212,-72.75808985274348
213,-70.60601671843737
214,-72.70209178613418
215,-75.70414054077581
216,-77.85186117347794
217,-90.41807890063932
218,-83.21597592583274
219,-76.73940596243675
220,-80.19592331710861
221,-81.65724807566909
222,-73.4010154838986
223,-79.79831547743422
224,-93.31654638619874
225,-86.68984805766928
226,-87.39629544168086
227,-96.4788964413262
228,-92.41155926756495
229,-104.88377271772512
230,-103.12556407466303
231,-60.19396448600072
232,-69.37876657486785
233,-70.12573947716193
234,-77.82529055242216
235,-67.08818367603683
236,-63.855367576891105
237,-62.6231763667103
238,-66.19515100132438
239,-56.67219795622829
240,-49.60297956976614
241,-56.10527128365331
242,-44.829652521823945
243,-47.830567513421904
244,-91.88546763294549
245,-71.42041246016852
246,-80.53172704562337
247,-105.40843493805485
248,-86.58942871138623
249,-107.43747213790347
250,-77.36049933983458
251,-78.30165306146277
252,-83.48994875984936
253,-94.68012746092764
254,-97.13869940221075
255,-106.24073944115896
256,-101.52471601629212
257,-138.44894220606398
258,-135.05619445208146
259,-136.0332472248858
260,-137.57607398399898
261,-132.31976256480357
262,-141.04421898289226
263,-113.01283933010858
264,-107.4868643354524
265,-119.21821109319738
266,-109.18044683822914
267,-126.2077757324582
268,-106.83645177798316
269,-114.45862183926363
270,-139.0273696614559
271,-113.94616124584671
272,-114.29482848453205
273,-99.9337641049454
274,-115.05099959666542
275,-112.6637480541542
276,-103.85234452126195
277,-118.09371989994622
278,-127.82365137399054
279,-137.67647493910403
280,-121.42116546540831
281,-127.32870990434341
282,-124.020695473244
283,-121.72098476500513
284,-97.47106033945026
285,-71.04188082969017
286,-67.78654732770079
287,-110.38573554591683
288,-98.1649042541972
289,-92.72228686192818
290,-101.39825757753141
291,-90.15302900913798
292,-100.6996563572378
293,-76.54086168281619
294,-94.79410269707972
295,-90.2904567013552
296,-133.75662466466875
297,-66.54658836549535
298,-82.66768927392472
299,-87.06053110060316
300,-117.01500241173618
301,-62.86230007911023
302,-87.52990313729966
303,-65.24313258055861
304,-77.16074024712817
305,-60.40467163111469
306,-52.193820930036765
